GOslim,Count,Percent,Term,go_terms
GO:0000003,36,2.56410256410256,reproduction,GO:0001541;GO:0003006;GO:0007281;GO:0007292;GO:0007295;GO:0007297;GO:0007338;GO:0007340;GO:0009994;GO:0022412;GO:0022414;GO:0030728;GO:0048477;GO:0048515;GO:0060269
GO:0000278,0,0,mitotic cell cycle,
GO:0000902,4,0.284900284900285,cell morphogenesis,GO:0070983;GO:1903859;GO:1903860;GO:1903861
GO:0002376,21,1.4957264957265,immune system process,GO:0002227;GO:0002230;GO:0002251;GO:0002385;GO:0002682;GO:0045088;GO:0045089;GO:0045824;GO:0050691;GO:0050776
GO:0003013,0,0,circulatory system process,
GO:0005975,3,0.213675213675214,carbohydrate metabolic process,GO:0006071;GO:0019405;GO:0019563
GO:0006091,2,0.142450142450142,generation of precursor metabolites...,GO:0006119;GO:0009060
GO:0006259,5,0.356125356125356,DNA metabolic process,GO:0000727;GO:0000737;GO:0006308;GO:0006309;GO:0044030
GO:0006397,0,0,mRNA processing,
GO:0006399,2,0.142450142450142,tRNA metabolic process,GO:0009304;GO:0042797
GO:0006412,3,0.213675213675214,translation,GO:0017148;GO:2000766
GO:0006457,0,0,protein folding,
GO:0006464,16,1.13960113960114,cellular protein modification proce...,GO:0018023;GO:0031399;GO:0032148;GO:0033135;GO:0033139;GO:0033141;GO:0051569;GO:0060049;GO:0080182
GO:0006520,5,0.356125356125356,cellular amino acid metabolic proce...,GO:0006537;GO:0019676;GO:0034354;GO:0043420;GO:0097054
GO:0006605,0,0,protein targeting,
GO:0006629,0,0,lipid metabolic process,
GO:0006790,2,0.142450142450142,sulfur compound metabolic process,GO:2001293;GO:2001295
GO:0006810,34,2.42165242165242,transport,GO:0043267;GO:0010765;GO:0015804;GO:0032388;GO:0032594;GO:0042940;GO:0098877;GO:0098969;GO:0099632;GO:0099637;GO:1901017;GO:1901380;GO:1901608;GO:1901610;GO:1901951;GO:1901953;GO:1901954;GO:1901956;GO:1902259;GO:1902260;GO:1902307;GO:1902513;GO:1903649;GO:1903651;GO:1903817;GO:1904063;GO:1904809;GO:1904811;GO:2000649;GO:2000651;GO:2001017;GO:2001019;GO:2001258
GO:0006913,0,0,nucleocytoplasmic transport,
GO:0006914,0,0,autophagy,
GO:0006950,31,2.20797720797721,response to stress,GO:0000727;GO:0002227;GO:0002230;GO:0006952;GO:0042742;GO:0050829;GO:0031347;GO:0031349;GO:0045088;GO:0045089;GO:0045824;GO:0050691;GO:0080134
GO:0007005,0,0,mitochondrion organization,
GO:0007009,0,0,plasma membrane organization,
GO:0007010,18,1.28205128205128,cytoskeleton organization,GO:0030036;GO:0030950;GO:0030952;GO:0043519;GO:0043520;GO:0071689
GO:0007034,0,0,vacuolar transport,
GO:0007049,0,0,cell cycle,
GO:0007059,0,0,chromosome segregation,
GO:0007155,33,2.35042735042735,cell adhesion,GO:0007156;GO:0016339;GO:0022409;GO:0030155;GO:0034112;GO:0044331;GO:0098609;GO:0098742;GO:2000047;GO:2000049
GO:0007165,14,0.997150997150997,signal transduction,GO:0032006;GO:0033139;GO:0033141;GO:0035076;GO:0046425;GO:0046426;GO:1901798;GO:1902253;GO:1902255;GO:1904892;GO:1904893
GO:0007267,1,0.0712250712250712,cell-cell signaling,GO:0031915
GO:0007568,0,0,aging,
