GOslim,Count,Percent,Term,go_terms
GO:0000003,0,0,reproduction,
GO:0000278,0,0,mitotic cell cycle,
GO:0000902,0,0,cell morphogenesis,
GO:0002376,0,0,immune system process,
GO:0003013,0,0,circulatory system process,
GO:0005975,0,0,carbohydrate metabolic process,
GO:0006091,0,0,generation of precursor metabolites...,
GO:0006259,0,0,DNA metabolic process,
GO:0006397,0,0,mRNA processing,
GO:0006399,0,0,tRNA metabolic process,
GO:0006412,0,0,translation,
GO:0006457,0,0,protein folding,
GO:0006464,0,0,cellular protein modification proce...,
GO:0006520,0,0,cellular amino acid metabolic proce...,
GO:0006605,0,0,protein targeting,
GO:0006629,0,0,lipid metabolic process,
GO:0006790,2,3.07692307692308,sulfur compound metabolic process,GO:0006749
GO:0006810,0,0,transport,
GO:0006913,0,0,nucleocytoplasmic transport,
GO:0006914,0,0,autophagy,
GO:0006950,6,9.23076923076923,response to stress,GO:0006979;GO:0006982;GO:0033194;GO:0034599;GO:0071447;GO:0071449
GO:0007005,0,0,mitochondrion organization,
GO:0007009,0,0,plasma membrane organization,
GO:0007010,0,0,cytoskeleton organization,
GO:0007034,0,0,vacuolar transport,
GO:0007049,0,0,cell cycle,
GO:0007059,0,0,chromosome segregation,
GO:0007155,0,0,cell adhesion,
GO:0007165,1,1.53846153846154,signal transduction,GO:0007602
GO:0007267,0,0,cell-cell signaling,
GO:0007568,0,0,aging,
GO:0008150,35,53.8461538461538,biological_process,GO:0006790;GO:0006749;GO:0006518;GO:0006575;GO:0006726;GO:0006979;GO:0006982;GO:0007600;GO:0007601;GO:0007602;GO:0009314;GO:0009416;GO:0009581;GO:0009582;GO:0009583;GO:0016063;GO:0033194;GO:0034599;GO:0042440;GO:0042441;GO:0051260;GO:0043324;GO:0043474;GO:0046148;GO:0046154;GO:0050896;GO:0050953;GO:0051259;GO:0051606;GO:0070206;GO:0070207;GO:0071447;GO:0071449;GO:1901701
GO:0008219,0,0,cell death,
GO:0008283,0,0,cell proliferation,
GO:0009056,0,0,catabolic process,
GO:0009058,1,1.53846153846154,biosynthetic process,GO:0016063
GO:0009790,0,0,embryo development,
GO:0015031,0,0,protein transport,
GO:0015979,0,0,photosynthesis,
GO:0016192,0,0,vesicle-mediated transport,
GO:0019748,0,0,secondary metabolic process,
GO:0021700,0,0,developmental maturation,
GO:0022607,4,6.15384615384615,cellular component assembly,GO:0051260;GO:0051259;GO:0070206;GO:0070207
GO:0022618,0,0,ribonucleoprotein complex assembly,
GO:0030154,0,0,cell differentiation,
GO:0030198,0,0,extracellular matrix organization,
GO:0030705,0,0,cytoskeleton-dependent intracellula...,
GO:0032196,0,0,transposition,
GO:0034330,0,0,cell junction organization,
GO:0034641,2,3.07692307692308,cellular nitrogen compound metaboli...,GO:0006749;GO:0006518
GO:0034655,0,0,nucleobase-containing compound cata...,
GO:0040007,0,0,growth,
GO:0040011,0,0,locomotion,
GO:0042254,0,0,ribosome biogenesis,
GO:0042592,0,0,homeostatic process,
GO:0043473,6,9.23076923076923,pigmentation,GO:0006726;GO:0016063;GO:0042441;GO:0043324;GO:0043474;GO:0046154
GO:0044281,0,0,small molecule metabolic process,
GO:0044403,0,0,symbiont process,
GO:0048646,0,0,anatomical structure formation invo...,
GO:0048856,0,0,anatomical structure development,
GO:0048870,0,0,cell motility,
GO:0050877,3,4.61538461538461,nervous system process,GO:0007600;GO:0007601;GO:0050953
GO:0051186,1,1.53846153846154,cofactor metabolic process,GO:0006749
GO:0051276,0,0,chromosome organization,
GO:0051301,0,0,cell division,
GO:0051604,0,0,protein maturation,
GO:0055085,0,0,transmembrane transport,
GO:0061024,0,0,membrane organization,
GO:0065003,4,6.15384615384615,protein-containing complex assembly,GO:0051260;GO:0051259;GO:0070206;GO:0070207
GO:0071554,0,0,cell wall organization or biogenesi...,
GO:0071941,0,0,nitrogen cycle metabolic process,
GO:0140014,0,0,mitotic nuclear division,
