GOslim,Count,Percent,Term,go_terms
GO:0003674,200,69.2041522491349,molecular_function,GO:0005515;GO:0005283;GO:0000400;GO:0000900;GO:0000992;GO:0001002;GO:0001003;GO:0005509;GO:0003677;GO:0003729;GO:0003730;GO:0042393;GO:0003989;GO:0004075;GO:0004370;GO:0050839;GO:0004502;GO:0005030;GO:0005416;GO:0005451;GO:0005488;GO:0008324;GO:0008327;GO:0009374;GO:0010385;GO:0015075;GO:0015077;GO:0015078;GO:0015081;GO:0015175;GO:0015298;GO:0015299;GO:0015385;GO:0015491;GO:0015930;GO:0016040;GO:0016041;GO:0016639;GO:0016643;GO:0016889;GO:0016894;GO:0016922;GO:0017091;GO:0019789;GO:0022890;GO:0030274;GO:0030371;GO:0032810;GO:0033218;GO:0035925;GO:0042943;GO:0042988;GO:0044877;GO:0045181;GO:0045182;GO:0045322;GO:0048027;GO:0048256;GO:0048257;GO:0050692;GO:0051538;GO:0055105;GO:1990948;GO:0070577;GO:0090079;GO:0140031
GO:0003677,20,6.9204152249135,DNA binding,GO:0000400;GO:0000992;GO:0001002;GO:0001003;GO:0008327;GO:0010385;GO:0032810;GO:0045322
GO:0003700,0,0,DNA-binding transcription factor ac...,
GO:0003723,8,2.7681660899654,RNA binding,GO:0003729;GO:0003730;GO:0017091;GO:0035925;GO:0048027
GO:0003729,7,2.42214532871972,mRNA binding,GO:0003730;GO:0035925;GO:0048027
GO:0003735,0,0,structural constituent of ribosome,
GO:0003924,0,0,GTPase activity,
GO:0004386,0,0,helicase activity,
GO:0004518,4,1.3840830449827,nuclease activity,GO:0016889;GO:0016894;GO:0048256;GO:0048257
GO:0005198,0,0,structural molecule activity,
GO:0008092,0,0,cytoskeletal protein binding,
GO:0008134,1,0.346020761245675,transcription factor binding,GO:0016922
GO:0008135,0,0,translation factor activity, RNA bi...,
GO:0008168,0,0,methyltransferase activity,
GO:0008233,0,0,peptidase activity,
GO:0008289,0,0,lipid binding,
GO:0016301,1,0.346020761245675,kinase activity,GO:0004370
GO:0016491,7,2.42214532871972,oxidoreductase activity,GO:0004502;GO:0015930;GO:0016040;GO:0016041;GO:0016639;GO:0016643;GO:0045181
GO:0016746,0,0,transferase activity, transferring ...,
GO:0016757,0,0,transferase activity, transferring ...,
GO:0016765,0,0,transferase activity, transferring ...,
GO:0016779,0,0,nucleotidyltransferase activity,
GO:0016791,0,0,phosphatase activity,
GO:0016798,0,0,hydrolase activity, acting on glyco...,
GO:0016810,0,0,hydrolase activity, acting on carbo...,
GO:0016829,0,0,lyase activity,
GO:0016853,0,0,isomerase activity,
GO:0016874,2,0.692041522491349,ligase activity,GO:0003989;GO:0004075
GO:0016887,0,0,ATPase activity,
GO:0019843,0,0,rRNA binding,
GO:0019899,0,0,enzyme binding,
GO:0022857,28,9.68858131487889,transmembrane transporter activity,GO:0005283;GO:0005416;GO:0005451;GO:0008324;GO:0015075;GO:0015077;GO:0015078;GO:0015081;GO:0015175;GO:0015298;GO:0015299;GO:0015385;GO:0015491;GO:0022890;GO:0042943
GO:0030234,2,0.692041522491349,enzyme regulator activity,GO:0055105;GO:1990948
GO:0030533,0,0,triplet codon-amino acid adaptor ac...,
GO:0030555,0,0,RNA modification guide activity,
GO:0030674,0,0,protein binding, bridging,
GO:0032182,0,0,ubiquitin-like protein binding,
GO:0042393,3,1.03806228373702,histone binding,GO:0070577
GO:0043167,6,2.07612456747405,ion binding,GO:0005509;GO:0009374
GO:0051082,0,0,unfolded protein binding,
