GOslim,Count,Percent,Term,go_terms
GO:0003674,32,48.4848484848485,molecular_function,GO:0000900;GO:0000980;GO:0001158;GO:0003729;GO:0003730;GO:0004129;GO:0004502;GO:0004520;GO:0008187;GO:0008266;GO:0051879;GO:0015002;GO:0016675;GO:0016676;GO:0016709;GO:0016889;GO:0016894;GO:0017091;GO:0030371;GO:0035326;GO:0035925;GO:0045182;GO:0048027;GO:0048256;GO:0048257;GO:0055105;GO:0055106;GO:1990948;GO:0071949;GO:0090079
GO:0003677,3,4.54545454545455,DNA binding,GO:0000980;GO:0001158;GO:0035326
GO:0003700,0,0,DNA-binding transcription factor ac...,
GO:0003723,9,13.6363636363636,RNA binding,GO:0003729;GO:0003730;GO:0008187;GO:0008266;GO:0017091;GO:0035925;GO:0048027
GO:0003729,6,9.09090909090909,mRNA binding,GO:0003730;GO:0035925;GO:0048027
GO:0003735,0,0,structural constituent of ribosome,
GO:0003924,0,0,GTPase activity,
GO:0004386,0,0,helicase activity,
GO:0004518,5,7.57575757575758,nuclease activity,GO:0004520;GO:0016889;GO:0016894;GO:0048256;GO:0048257
GO:0005198,0,0,structural molecule activity,
GO:0008092,0,0,cytoskeletal protein binding,
GO:0008134,0,0,transcription factor binding,
GO:0008135,0,0,translation factor activity, RNA bi...,
GO:0008168,0,0,methyltransferase activity,
GO:0008233,0,0,peptidase activity,
GO:0008289,0,0,lipid binding,
GO:0016301,0,0,kinase activity,
GO:0016491,6,9.09090909090909,oxidoreductase activity,GO:0004129;GO:0004502;GO:0015002;GO:0016675;GO:0016676;GO:0016709
GO:0016746,0,0,transferase activity, transferring ...,
GO:0016757,0,0,transferase activity, transferring ...,
GO:0016765,0,0,transferase activity, transferring ...,
GO:0016779,0,0,nucleotidyltransferase activity,
GO:0016791,0,0,phosphatase activity,
GO:0016798,0,0,hydrolase activity, acting on glyco...,
GO:0016810,0,0,hydrolase activity, acting on carbo...,
GO:0016829,0,0,lyase activity,
GO:0016853,0,0,isomerase activity,
GO:0016874,0,0,ligase activity,
GO:0016887,0,0,ATPase activity,
GO:0019843,0,0,rRNA binding,
GO:0019899,0,0,enzyme binding,
GO:0022857,1,1.51515151515152,transmembrane transporter activity,GO:0004129
GO:0030234,3,4.54545454545455,enzyme regulator activity,GO:0055105;GO:0055106;GO:1990948
GO:0030533,0,0,triplet codon-amino acid adaptor ac...,
GO:0030555,0,0,RNA modification guide activity,
GO:0030674,0,0,protein binding, bridging,
GO:0032182,0,0,ubiquitin-like protein binding,
GO:0042393,0,0,histone binding,
GO:0043167,1,1.51515151515152,ion binding,GO:0071949
GO:0051082,0,0,unfolded protein binding,
