GOslim,Count,Percent,Term,go_terms
GO:0000003,1,0.363636363636364,reproduction,GO:0000712
GO:0000278,3,1.09090909090909,mitotic cell cycle,GO:0031573;GO:0044773;GO:0044774
GO:0000902,0,0,cell morphogenesis,
GO:0002376,7,2.54545454545455,immune system process,GO:0002227;GO:0002251;GO:0002385;GO:0006955;GO:0045087
GO:0003013,0,0,circulatory system process,
GO:0005975,0,0,carbohydrate metabolic process,
GO:0006091,4,1.45454545454545,generation of precursor metabolites...,GO:0006119;GO:0009060;GO:0015980;GO:0045333
GO:0006259,2,0.727272727272727,DNA metabolic process,GO:0000712;GO:0000727
GO:0006397,0,0,mRNA processing,
GO:0006399,0,0,tRNA metabolic process,
GO:0006412,2,0.727272727272727,translation,GO:2000765;GO:2000766
GO:0006457,0,0,protein folding,
GO:0006464,3,1.09090909090909,cellular protein modification proce...,GO:0031397;GO:0060049;GO:1903321
GO:0006520,6,2.18181818181818,cellular amino acid metabolic proce...,GO:0006568;GO:0006569;GO:0009072;GO:0009074;GO:0034354;GO:0043420
GO:0006605,0,0,protein targeting,
GO:0006629,0,0,lipid metabolic process,
GO:0006790,0,0,sulfur compound metabolic process,
GO:0006810,0,0,transport,
GO:0006913,0,0,nucleocytoplasmic transport,
GO:0006914,0,0,autophagy,
GO:0006950,19,6.90909090909091,response to stress,GO:0000727;GO:0002227;GO:0007596;GO:0030193;GO:0030195;GO:0031573;GO:0044773;GO:0045087;GO:0050728;GO:0061041;GO:0061045;GO:0071456;GO:1903035
GO:0007005,0,0,mitochondrion organization,
GO:0007009,0,0,plasma membrane organization,
GO:0007010,2,0.727272727272727,cytoskeleton organization,GO:0051017;GO:0061572
GO:0007034,0,0,vacuolar transport,
GO:0007049,4,1.45454545454545,cell cycle,GO:0000712;GO:0031573;GO:0044773;GO:0044774
GO:0007059,1,0.363636363636364,chromosome segregation,GO:0000712
GO:0007155,0,0,cell adhesion,
GO:0007165,5,1.81818181818182,signal transduction,GO:1901796;GO:1901798;GO:1902253;GO:1902255;GO:2001244
GO:0007267,0,0,cell-cell signaling,
GO:0007568,0,0,aging,
GO:0008150,105,38.1818181818182,biological_process,GO:0000712;GO:0000727;GO:0001843;GO:0002227;GO:0002251;GO:0002385;GO:0003401;GO:0051017;GO:0007596;GO:0006119;GO:0006568;GO:0006569;GO:0006586;GO:0006753;GO:0006950;GO:0006955;GO:0007599;GO:0050819;GO:0009060;GO:0009072;GO:0009074;GO:0009117;GO:0009310;GO:0009435;GO:0010559;GO:0010941;GO:0015980;GO:0019359;GO:0019363;GO:0019674;GO:0019805;GO:0071230;GO:0030193;GO:0030195;GO:0030858;GO:0031397;GO:0031573;GO:0032922;GO:0034354;GO:0034627;GO:0035220;GO:0036294;GO:0042274;GO:0042402;GO:0042430;GO:0042436;GO:0042537;GO:0043420;GO:0043650;GO:0044773;GO:0044774;GO:0045087;GO:0045333;GO:0045601;GO:0045603;GO:0046218;GO:0046874;GO:0048935;GO:0050728;GO:0050817;GO:0050818;GO:0051775;GO:0055086;GO:0060026;GO:0060049;GO:0060548;GO:0060606;GO:0061041;GO:0061045;GO:0061572;GO:0071453;GO:0071456;GO:0072525;GO:1900046;GO:1900047;GO:1901550;GO:1901552;GO:1901796;GO:1901798;GO:1902253;GO:1902255;GO:1903018;GO:1903035;GO:1903051;GO:1903140;GO:1903142;GO:1903321;GO:1903363;GO:2000058;GO:2000059;GO:2000765;GO:2000766;GO:2001244
GO:0008219,8,2.90909090909091,cell death,GO:0010941;GO:0060548;GO:1902253;GO:1902255;GO:2001244
GO:0008283,0,0,cell proliferation,
GO:0009056,10,3.63636363636364,catabolic process,GO:0006569;GO:0009074;GO:0009310;GO:0042402;GO:0042436;GO:0046218;GO:1903051;GO:1903363;GO:2000058;GO:2000059
GO:0009058,12,4.36363636363636,biosynthetic process,GO:0009435;GO:0010559;GO:0019359;GO:0019363;GO:0019805;GO:0034354;GO:0034627;GO:0043650;GO:0060049;GO:0072525;GO:2000765;GO:2000766
GO:0009790,1,0.363636363636364,embryo development,GO:0001843
GO:0015031,0,0,protein transport,
GO:0015979,0,0,photosynthesis,
GO:0016192,0,0,vesicle-mediated transport,
GO:0019748,0,0,secondary metabolic process,
GO:0021700,0,0,developmental maturation,
GO:0022607,1,0.363636363636364,cellular component assembly,GO:0051017
GO:0022618,0,0,ribonucleoprotein complex assembly,
GO:0030154,8,2.90909090909091,cell differentiation,GO:0030858;GO:0045601;GO:0045603;GO:0048935;GO:1901550;GO:1901552;GO:1903140;GO:1903142
GO:0030198,0,0,extracellular matrix organization,
GO:0030705,0,0,cytoskeleton-dependent intracellula...,
GO:0032196,0,0,transposition,
GO:0034330,0,0,cell junction organization,
GO:0034641,27,9.81818181818182,cellular nitrogen compound metaboli...,GO:0000712;GO:0000727;GO:0006119;GO:0006568;GO:0006569;GO:0006586;GO:0006753;GO:0009117;GO:0009435;GO:0019359;GO:0019363;GO:0019674;GO:0019805;GO:0034354;GO:0034627;GO:0042402;GO:0042430;GO:0042436;GO:0046218;GO:0046874;GO:0055086;GO:0072525;GO:2000765;GO:2000766
GO:0034655,0,0,nucleobase-containing compound cata...,
GO:0040007,1,0.363636363636364,growth,GO:0003401
GO:0040011,0,0,locomotion,
GO:0042254,1,0.363636363636364,ribosome biogenesis,GO:0042274
GO:0042592,0,0,homeostatic process,
GO:0043473,0,0,pigmentation,
GO:0044281,21,7.63636363636364,small molecule metabolic process,GO:0006119;GO:0006568;GO:0006569;GO:0006753;GO:0009072;GO:0009074;GO:0009117;GO:0009435;GO:0019359;GO:0019363;GO:0019674;GO:0019805;GO:0034354;GO:0034627;GO:0043420;GO:0043650;GO:0046874;GO:0055086
GO:0044403,0,0,symbiont process,
GO:0048646,2,0.727272727272727,anatomical structure formation invo...,GO:0001843;GO:0060606
GO:0048856,13,4.72727272727273,anatomical structure development,GO:0001843;GO:0003401;GO:0030858;GO:0035220;GO:0045601;GO:0045603;GO:0048935;GO:0060026;GO:0060606;GO:1901550;GO:1901552;GO:1903140;GO:1903142
GO:0048870,0,0,cell motility,
GO:0050877,0,0,nervous system process,
GO:0051186,6,2.18181818181818,cofactor metabolic process,GO:0009435;GO:0019359;GO:0019363;GO:0019674;GO:0034354;GO:0034627
GO:0051276,0,0,chromosome organization,
GO:0051301,0,0,cell division,
GO:0051604,0,0,protein maturation,
GO:0055085,0,0,transmembrane transport,
GO:0061024,0,0,membrane organization,
GO:0065003,0,0,protein-containing complex assembly,
GO:0071554,0,0,cell wall organization or biogenesi...,
GO:0071941,0,0,nitrogen cycle metabolic process,
GO:0140014,0,0,mitotic nuclear division,
