GOslim,Count,Percent,Term,go_terms
GO:0000003,10,1.89753320683112,reproduction,GO:0007566;GO:0007617;GO:0007619;GO:0008050;GO:0019098;GO:0045924;GO:0048047;GO:0060180
GO:0000278,0,0,mitotic cell cycle,
GO:0000902,4,0.759013282732448,cell morphogenesis,GO:0048675;GO:1990138
GO:0002376,0,0,immune system process,
GO:0003013,0,0,circulatory system process,
GO:0005975,2,0.379506641366224,carbohydrate metabolic process,GO:0006094;GO:0045721
GO:0006091,0,0,generation of precursor metabolites...,
GO:0006259,20,3.79506641366224,DNA metabolic process,GO:0006310;GO:0006313;GO:0015074
GO:0006397,0,0,mRNA processing,
GO:0006399,1,0.189753320683112,tRNA metabolic process,GO:0006388
GO:0006412,0,0,translation,
GO:0006457,3,0.569259962049336,protein folding,GO:0006458;GO:0051084;GO:0051085
GO:0006464,8,1.5180265654649,cellular protein modification proce...,GO:0006468;GO:0006488;GO:0006489;GO:0006975;GO:0043972
GO:0006520,8,1.5180265654649,cellular amino acid metabolic proce...,GO:0006558;GO:0006559;GO:0006570;GO:0006571;GO:0009073;GO:0009095;GO:1902221;GO:1902222
GO:0006605,0,0,protein targeting,
GO:0006629,8,1.5180265654649,lipid metabolic process,GO:0006488;GO:0006489;GO:0006490;GO:0016093;GO:0016094;GO:0019348;GO:0019408;GO:0046465
GO:0006790,0,0,sulfur compound metabolic process,
GO:0006810,22,4.17457305502846,transport,GO:0016191;GO:0015917;GO:0032369;GO:0034204;GO:0045332;GO:0046883;GO:0046888;GO:0051048;GO:0072318;GO:0072319;GO:0090160;GO:1903531;GO:2000831;GO:2000832;GO:2000846;GO:2000847;GO:2000849;GO:2000850
GO:0006913,0,0,nucleocytoplasmic transport,
GO:0006914,0,0,autophagy,
GO:0006950,4,0.759013282732448,response to stress,GO:0006975;GO:0043516;GO:0043517;GO:2000001
GO:0007005,0,0,mitochondrion organization,
GO:0007009,0,0,plasma membrane organization,
GO:0007010,0,0,cytoskeleton organization,
GO:0007034,1,0.189753320683112,vacuolar transport,GO:0090160
GO:0007049,6,1.13851992409867,cell cycle,GO:0051726;GO:2000001
GO:0007059,0,0,chromosome segregation,
GO:0007155,2,0.379506641366224,cell adhesion,GO:0007158;GO:0061343
GO:0007165,8,1.5180265654649,signal transduction,GO:0009785;GO:0045744;GO:0033144;GO:0038128;GO:0043516;GO:0043517;GO:2000322;GO:2000323
