GOslim,Count,Percent,Term,go_terms
GO:0000003,0,0,reproduction,
GO:0000278,0,0,mitotic cell cycle,
GO:0000902,0,0,cell morphogenesis,
GO:0002376,0,0,immune system process,
GO:0003013,0,0,circulatory system process,
GO:0005975,0,0,carbohydrate metabolic process,
GO:0006091,0,0,generation of precursor metabolites...,
GO:0006259,277,11.4842454394693,DNA metabolic process,GO:0001171;GO:0006278;GO:0006310;GO:0006313;GO:0015074;GO:0032199;GO:0071897
GO:0006397,0,0,mRNA processing,
GO:0006399,0,0,tRNA metabolic process,
GO:0006412,0,0,translation,
GO:0006457,0,0,protein folding,
GO:0006464,0,0,cellular protein modification proce...,
GO:0006520,0,0,cellular amino acid metabolic proce...,
GO:0006605,0,0,protein targeting,
GO:0006629,0,0,lipid metabolic process,
GO:0006790,0,0,sulfur compound metabolic process,
GO:0006810,29,1.20232172470978,transport,GO:0044766;GO:0046794;GO:0051170;GO:0075732;GO:0075733;GO:1902583;GO:1902594
GO:0006913,13,0.538971807628524,nucleocytoplasmic transport,GO:0051170;GO:0075732;GO:1902594
GO:0006914,0,0,autophagy,
GO:0006950,2,0.0829187396351575,response to stress,GO:0001778
GO:0007005,0,0,mitochondrion organization,
GO:0007009,2,0.0829187396351575,plasma membrane organization,GO:0001778
GO:0007010,0,0,cytoskeleton organization,
GO:0007034,0,0,vacuolar transport,
GO:0007049,0,0,cell cycle,
GO:0007059,0,0,chromosome segregation,
GO:0007155,0,0,cell adhesion,
GO:0007165,3,0.124378109452736,signal transduction,GO:0030947;GO:0035624
GO:0007267,0,0,cell-cell signaling,
GO:0007568,0,0,aging,
GO:0008150,1280,53.0679933665008,biological_process,GO:0001171;GO:0044409;GO:0001778;GO:0006139;GO:0006259;GO:0006278;GO:0006310;GO:0006313;GO:0006725;GO:0015074;GO:0019043;GO:0046718;GO:0019068;GO:0021537;GO:0030260;GO:0030947;GO:0031936;GO:0032196;GO:0032197;GO:0032199;GO:0034641;GO:0035624;GO:0043170;GO:0044260;GO:0044766;GO:0044826;GO:0045606;GO:0045618;GO:0045684;GO:0046483;GO:0046794;GO:0051170;GO:0051701;GO:0051806;GO:0051828;GO:0071897;GO:0075713;GO:0075732;GO:0075733;GO:0090304;GO:0090305;GO:1901360;GO:1902579;GO:1902581;GO:1902583;GO:1902594
GO:0008219,0,0,cell death,
GO:0008283,0,0,cell proliferation,
GO:0009056,0,0,catabolic process,
GO:0009058,21,0.870646766169154,biosynthetic process,GO:0001171;GO:0006278;GO:0031936;GO:0032199;GO:0071897
GO:0009790,0,0,embryo development,
GO:0015031,0,0,protein transport,
GO:0015979,0,0,photosynthesis,
GO:0016192,0,0,vesicle-mediated transport,
GO:0019748,0,0,secondary metabolic process,
GO:0021700,0,0,developmental maturation,
GO:0022607,0,0,cellular component assembly,
GO:0022618,0,0,ribonucleoprotein complex assembly,
GO:0030154,2,0.0829187396351575,cell differentiation,GO:0045606;GO:0045618
GO:0030198,0,0,extracellular matrix organization,
GO:0030705,0,0,cytoskeleton-dependent intracellula...,
GO:0032196,115,4.76782752902156,transposition,GO:0006313;GO:0032197;GO:0032199
GO:0034330,0,0,cell junction organization,
GO:0034641,583,24.1708126036484,cellular nitrogen compound metaboli...,GO:0001171;GO:0006139;GO:0006259;GO:0006278;GO:0006310;GO:0006313;GO:0015074;GO:0031936;GO:0032199;GO:0071897;GO:0090304;GO:0090305
GO:0034655,0,0,nucleobase-containing compound cata...,
GO:0040007,0,0,growth,
GO:0040011,0,0,locomotion,
GO:0042254,0,0,ribosome biogenesis,
GO:0042592,0,0,homeostatic process,
GO:0043473,0,0,pigmentation,
GO:0044281,0,0,small molecule metabolic process,
GO:0044403,77,3.19237147595357,symbiont process,GO:0044409;GO:0019043;GO:0046718;GO:0019068;GO:0030260;GO:0044826;GO:0046794;GO:0051701;GO:0051806;GO:0051828;GO:0075713;GO:0075732;GO:0075733
GO:0048646,0,0,anatomical structure formation invo...,
GO:0048856,5,0.207296849087894,anatomical structure development,GO:0021537;GO:0045606;GO:0045618;GO:0045684
GO:0048870,0,0,cell motility,
GO:0050877,0,0,nervous system process,
GO:0051186,0,0,cofactor metabolic process,
GO:0051276,1,0.0414593698175788,chromosome organization,GO:0031936
GO:0051301,0,0,cell division,
GO:0051604,0,0,protein maturation,
GO:0055085,0,0,transmembrane transport,
GO:0061024,2,0.0829187396351575,membrane organization,GO:0001778
GO:0065003,0,0,protein-containing complex assembly,
GO:0071554,0,0,cell wall organization or biogenesi...,
GO:0071941,0,0,nitrogen cycle metabolic process,
GO:0140014,0,0,mitotic nuclear division,
