GOslim,Count,Percent,Term,go_terms
GO:0003674,1363,68.0819180819181,molecular_function,GO:0005509;GO:0005344;GO:0001618;GO:0042623;GO:0003774;GO:0003779;GO:0051015;GO:0004252;GO:0003824;GO:0003939;GO:0003998;GO:0004064;GO:0004074;GO:0004175;GO:0004180;GO:0004185;GO:0008239;GO:0008237;GO:0008241;GO:0008236;GO:0008233;GO:0004346;GO:0004364;GO:0004497;GO:0004502;GO:0004553;GO:0004556;GO:0004557;GO:0004565;GO:0004567;GO:0004568;GO:0004601;GO:0004602;GO:0004757;GO:0004767;GO:0004857;GO:0005030;GO:0005124;GO:0005130;GO:0030246;GO:0005215;GO:0005243;GO:0005343;GO:0005488;GO:0046872;GO:0005516;GO:0005537;GO:0005539;GO:0016491;GO:0008061;GO:0008081;GO:0008092;GO:0008146;GO:0008172;GO:0008201;GO:0008238;GO:0008307;GO:0008391;GO:0008392;GO:0008404;GO:0008405;GO:0008422;GO:0008456;GO:0008508;GO:0008783;GO:0008839;GO:0070011;GO:0010385;GO:0015125;GO:0015925;GO:0015926;GO:0015929;GO:0016160;GO:0016298;GO:0016505;GO:0016614;GO:0016616;GO:0016628;GO:0042602;GO:0016668;GO:0016684;GO:0016705;GO:0016707;GO:0016712;GO:0016782;GO:0016787;GO:0016798;GO:0016813;GO:0016985;GO:0030414;GO:0017171;GO:0019841;GO:0019902;GO:0020037;GO:0022829;GO:0030332;GO:0030507;GO:0030898;GO:0032027;GO:0032450;GO:0033981;GO:0034987;GO:0036143;GO:0042806;GO:0043167;GO:0043169;GO:0043250;GO:0047017;GO:0047115;GO:0047134;GO:0047150;GO:0047837;GO:0047971;GO:0050061;GO:0050295;GO:0050309;GO:0050459;GO:0050545;GO:0052814;GO:0061134;GO:0061750;GO:0070002;GO:0070008;GO:0070330;GO:0070573;GO:0071164;GO:0071614;GO:0097367;GO:0102306;GO:0102443;GO:0103025;GO:0106029;GO:1901618
GO:0003677,1,0.04995004995005,DNA binding,GO:0010385
GO:0003700,0,0,DNA-binding transcription factor ac...,
GO:0003723,0,0,RNA binding,
GO:0003729,0,0,mRNA binding,
GO:0003735,0,0,structural constituent of ribosome,
GO:0003924,0,0,GTPase activity,
GO:0004386,0,0,helicase activity,
GO:0004518,0,0,nuclease activity,
GO:0005198,4,0.1998001998002,structural molecule activity,GO:0008307
GO:0008092,46,2.2977022977023,cytoskeletal protein binding,GO:0003779;GO:0051015;GO:0030507;GO:0032027
GO:0008134,0,0,transcription factor binding,
GO:0008135,0,0,translation factor activity, RNA bi...,
GO:0008168,7,0.34965034965035,methyltransferase activity,GO:0008172;GO:0047150;GO:0071164
GO:0008233,122,6.09390609390609,peptidase activity,GO:0004252;GO:0004175;GO:0004180;GO:0004185;GO:0008239;GO:0008237;GO:0008241;GO:0008236;GO:0008238;GO:0070011;GO:0070002;GO:0070008;GO:0070573
GO:0008289,1,0.04995004995005,lipid binding,GO:0019841
GO:0016301,0,0,kinase activity,
GO:0016491,107,5.34465534465534,oxidoreductase activity,GO:0003939;GO:0004074;GO:0004497;GO:0004502;GO:0004601;GO:0004602;GO:0004757;GO:0008391;GO:0008392;GO:0008404;GO:0008405;GO:0008839;GO:0016614;GO:0016616;GO:0016628;GO:0042602;GO:0016668;GO:0016684;GO:0016705;GO:0016707;GO:0016712;GO:0047017;GO:0047115;GO:0047134;GO:0047837;GO:0050061;GO:0052814;GO:0070330;GO:0071614;GO:0102306;GO:0102443
GO:0016746,0,0,transferase activity, transferring ...,
GO:0016757,0,0,transferase activity, transferring ...,
GO:0016765,3,0.14985014985015,transferase activity, transferring ...,GO:0004364
GO:0016779,0,0,nucleotidyltransferase activity,
GO:0016791,2,0.0999000999000999,phosphatase activity,GO:0004346;GO:0050309
GO:0016798,45,2.24775224775225,hydrolase activity, acting on glyco...,GO:0004553;GO:0004556;GO:0004557;GO:0004565;GO:0004567;GO:0004568;GO:0008422;GO:0008456;GO:0015925;GO:0015926;GO:0015929;GO:0016160;GO:0016985;GO:0032450;GO:0050295;GO:0103025
GO:0016810,4,0.1998001998002,hydrolase activity, acting on carbo...,GO:0008783;GO:0016813;GO:0047971
GO:0016829,3,0.14985014985015,lyase activity,GO:0033981;GO:0050459;GO:0050545
GO:0016853,1,0.04995004995005,isomerase activity,GO:0106029
GO:0016874,0,0,ligase activity,
GO:0016887,15,0.749250749250749,ATPase activity,GO:0042623;GO:0030898
GO:0019843,0,0,rRNA binding,
GO:0019899,4,0.1998001998002,enzyme binding,GO:0019902
GO:0022857,12,0.599400599400599,transmembrane transporter activity,GO:0005243;GO:0005343;GO:0008508;GO:0015125;GO:0022829;GO:0043250;GO:1901618
GO:0030234,16,0.799200799200799,enzyme regulator activity,GO:0004857;GO:0016505;GO:0030414;GO:0061134
GO:0030533,0,0,triplet codon-amino acid adaptor ac...,
GO:0030555,0,0,RNA modification guide activity,
GO:0030674,0,0,protein binding, bridging,
GO:0032182,0,0,ubiquitin-like protein binding,
GO:0042393,0,0,histone binding,
GO:0043167,246,12.2877122877123,ion binding,GO:0005509;GO:0046872;GO:0008201;GO:0043169
GO:0051082,0,0,unfolded protein binding,
