GOslim,Count,Percent,Term,go_terms
GO:0000003,38,0.954054732613608,reproduction,GO:0007297;GO:0007298;GO:0007340;GO:0030727;GO:0048134;GO:0048135;GO:0060009;GO:0060467;GO:0060468;GO:0060800;GO:0061364;GO:0080154;GO:0097368;GO:2000241;GO:2000242;GO:2000359;GO:2000360
GO:0000278,2,0.0502134069796636,mitotic cell cycle,GO:1902983;GO:1903459
GO:0000902,1,0.0251067034898318,cell morphogenesis,GO:1903860
GO:0002376,29,0.728094401205122,immune system process,GO:0001913;GO:0001915;GO:0002227;GO:0002251;GO:0002385;GO:0002710;GO:0002716;GO:0002837;GO:0002838;GO:0002855;GO:0002856;GO:0002858;GO:0002859;GO:0030852;GO:0030853;GO:0030885;GO:0030887;GO:0034121;GO:0043301;GO:0043317;GO:0043318;GO:0045953;GO:0060215;GO:0070424;GO:0071357
GO:0003013,25,0.627667587245795,circulatory system process,GO:0003018;GO:0003081;GO:0003084;GO:0008217;GO:0097755;GO:0042310;GO:0045776;GO:0045777;GO:0050880;GO:0097746
GO:0005975,93,2.33492342455436,carbohydrate metabolic process,GO:0000272;GO:0005976;GO:0005977;GO:0006000;GO:0006059;GO:0006060;GO:0006061;GO:0006062;GO:0010412;GO:0016052;GO:0019319;GO:0019400;GO:0019401;GO:0019405;GO:0019406;GO:0019407;GO:0019519;GO:0019527;GO:0044247;GO:0044262;GO:0044264;GO:0044275;GO:0046355;GO:0046364;GO:0046370;GO:0051160;GO:0051164
GO:0006091,4,0.100426813959327,generation of precursor metabolites...,GO:0005977;GO:0006112
GO:0006259,4,0.100426813959327,DNA metabolic process,GO:1902296;GO:1902319;GO:1902983;GO:1903459
GO:0006397,0,0,mRNA processing,
GO:0006399,2,0.0502134069796636,tRNA metabolic process,GO:0070900;GO:0070902
GO:0006412,0,0,translation,
GO:0006457,0,0,protein folding,
