GOslim,Count,Percent,Term,go_terms
GO:0003674,266,68.3804627249357,molecular_function,GO:0005344;GO:0001972;GO:0003774;GO:0003779;GO:0051015;GO:0004252;GO:0004100;GO:0004175;GO:0004185;GO:0008236;GO:0008233;GO:0004430;GO:0004553;GO:0004567;GO:0004568;GO:0004792;GO:0030246;GO:0005516;GO:0005539;GO:0008061;GO:0008201;GO:0008307;GO:0008413;GO:0070011;GO:0016918;GO:0016427;GO:0016428;GO:0016505;GO:0016707;GO:0016787;GO:0016798;GO:0016830;GO:0016831;GO:0016985;GO:0017171;GO:0019841;GO:0030515;GO:0030898;GO:0031404;GO:0033981;GO:0034513;GO:0034987;GO:0036143;GO:0042806;GO:0047134;GO:0050545;GO:0052735;GO:0061134;GO:0070001;GO:0070002;GO:0070034;GO:0102443
GO:0003677,0,0,DNA binding,
GO:0003700,0,0,DNA-binding transcription factor ac...,
GO:0003723,4,1.02827763496144,RNA binding,GO:0030515;GO:0034513;GO:0070034
GO:0003729,0,0,mRNA binding,
GO:0003735,0,0,structural constituent of ribosome,
GO:0003924,0,0,GTPase activity,
GO:0004386,0,0,helicase activity,
GO:0004518,0,0,nuclease activity,
GO:0005198,3,0.77120822622108,structural molecule activity,GO:0008307
GO:0008092,9,2.31362467866324,cytoskeletal protein binding,GO:0003779;GO:0051015
GO:0008134,0,0,transcription factor binding,
GO:0008135,0,0,translation factor activity, RNA bi...,
GO:0008168,3,0.77120822622108,methyltransferase activity,GO:0016427;GO:0016428;GO:0052735
GO:0008233,69,17.7377892030848,peptidase activity,GO:0004252;GO:0004175;GO:0004185;GO:0008236;GO:0070011;GO:0070001;GO:0070002
GO:0008289,3,0.77120822622108,lipid binding,GO:0001972;GO:0016918;GO:0019841
GO:0016301,1,0.25706940874036,kinase activity,GO:0004430
GO:0016491,3,0.77120822622108,oxidoreductase activity,GO:0016707;GO:0047134;GO:0102443
GO:0016746,0,0,transferase activity, transferring ...,
GO:0016757,1,0.25706940874036,transferase activity, transferring ...,GO:0004100
GO:0016765,0,0,transferase activity, transferring ...,
GO:0016779,0,0,nucleotidyltransferase activity,
GO:0016791,0,0,phosphatase activity,
GO:0016798,10,2.5706940874036,hydrolase activity, acting on glyco...,GO:0004553;GO:0004567;GO:0004568;GO:0016985
GO:0016810,0,0,hydrolase activity, acting on carbo...,
GO:0016829,6,1.54241645244216,lyase activity,GO:0016830;GO:0016831;GO:0033981;GO:0050545
GO:0016853,0,0,isomerase activity,
GO:0016874,0,0,ligase activity,
GO:0016887,3,0.77120822622108,ATPase activity,GO:0030898
GO:0019843,0,0,rRNA binding,
GO:0019899,0,0,enzyme binding,
GO:0022857,0,0,transmembrane transporter activity,
GO:0030234,4,1.02827763496144,enzyme regulator activity,GO:0016505;GO:0061134
GO:0030533,0,0,triplet codon-amino acid adaptor ac...,
GO:0030555,0,0,RNA modification guide activity,
GO:0030674,0,0,protein binding, bridging,
GO:0032182,0,0,ubiquitin-like protein binding,
GO:0042393,0,0,histone binding,
GO:0043167,4,1.02827763496144,ion binding,GO:0001972;GO:0008201;GO:0031404
GO:0051082,0,0,unfolded protein binding,
